classe_bilan_dpe,code_departement_insee,annee_construction_dpe,version,surface_habitable_logement,type_installation_chauffage,type_energie_chauffage,type_generateur_chauffage,type_generateur_chauffage_anciennete,nb_generateur_chauffage,nb_installation_chauffage,type_generateur_climatisation,type_generateur_climatisation_anciennete,type_installation_ecs,type_energie_ecs,type_generateur_ecs,type_generateur_ecs_anciennete,ecs_solaire,nb_generateur_ecs,nb_installation_ecs,plusieurs_facade_exposee,type_ventilation,type_production_energie_renouvelable,type_vitrage,type_materiaux_menuiserie,type_gaz_lame,type_fermeture,vitrage_vir,surface_vitree_nord,surface_vitree_sud,surface_vitree_ouest,surface_vitree_est,traversant,facteur_solaire_baie_vitree,presence_balcon,l_orientation_baie_vitree,type_isolation_mur_exterieur,materiaux_structure_mur_exterieur,epaisseur_structure_mur_exterieur,surface_mur_totale,surface_mur_exterieur,surface_mur_deperditif,local_non_chauffe_principal_mur,l_orientation_mur_exterieur,type_isolation_plancher_bas,type_plancher_bas_deperditif,surface_plancher_bas_totale,surface_plancher_bas_deperditif,local_non_chauffe_principal_plancher_bas,type_adjacence_principal_plancher_bas,type_isolation_plancher_haut,type_plancher_haut_deperditif,surface_plancher_haut_totale,surface_plancher_haut_deperditif,local_non_chauffe_principal_plancher_haut,type_adjacence_principal_plancher_haut,type_porte,surface_porte,classe_inertie
A,3.0,1978,2.0,42.52,collectif,reseau de chaleur,reseau de chaleur,unknown,1.0,1.0,unknown,unknown,collectif,reseau de chaleur,reseau de chaleur,unknown,0.0,1.0,1.0,0.0,Ventilation mécanique double flux,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e > 12 mm),1.0,20.04097566956837,24.590677428633388,26.09274928090764,6.96,non traversant,0.39,0.0,1.0,ITI+ITE,murs en béton banché,20.0,61.9068,13.56,13.56,unknown,1.0,ITE,unknown,42.52,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,unknown,42.52,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en bois porte opaque pleine,1.6932,Lourde
A,78.0,1989,2.0,24.45,collectif,electricite,pac air/eau,neuf,1.0,1.0,unknown,unknown,collectif,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,0.0,Ventilation mécanique à extraction hygroréglable,unknown,triple vitrage,métal avec rupture de pont thermique,argon ou krypton,"Fermeture sans ajours en position déployée, volets roulants alu",0.0,20.04097566956837,24.590677428633388,1.9,23.617383507017973,non traversant,0.42,0.0,1.0,ITE+ITR,autre matÃ©riau non rÃ©pertoriÃ©,8.0,31.19,10.35,31.19,circulation avec ouverture directe sur l'extérieur,1.0,non isole,unknown,24.2,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),ITE,plafond entre solives bois avec ou sans remplissage,24.45,24.45,unknown,extérieur,porte simple en bois porte opaque pleine,1.9,Moyenne
A,21.0,0,2.1,65.44,collectif,electricite,pac air/eau,récent(<15ans),1.0,1.0,unknown,unknown,collectif,electricite,ecs thermodynamique electrique(pac ou ballon),récent(<15ans),0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e > 12 mm),1.0,4.65,24.590677428633388,77.61,60.55,est ouest,0.38,0.0,3.0,ITI+ITE,murs en béton banché,20.0,1063.78,565.78,1063.78,circulation avec ouverture directe sur l'extérieur,4.0,ITE,dalle béton,345.0,345.0,unknown,terre-plein,ITE,inconnu,345.0,345.0,unknown,extérieur,toute menuiserie porte opaque pleine isolée,30.36,Moyenne
A,28.0,1900,2.0,1880.31,collectif,reseau de chaleur,reseau de chaleur,unknown,1.0,1.0,unknown,unknown,collectif,reseau de chaleur,reseau de chaleur,unknown,0.0,1.0,1.0,0.0,Ventilation mécanique double flux,unknown,double vitrage,métal avec rupture de pont thermique,argon ou krypton,abscence de fermeture pour la baie vitrée,1.0,126.1928,121.1624,14.2528,23.617383507017973,nord sud,0.41,0.0,3.0,ITI,murs en pierre de taille et moellons constitué d'un seul matériaux,50.0,730.513,591.889,730.513,circulation avec ouverture directe sur l'extérieur,3.0,ITE,dalle béton,608.03,608.03,unknown,terre-plein,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,toute menuiserie porte opaque pleine isolée,19.968,Lourde
A,69.0,2021,2.1,187.82,individuel,electricite,pac air/eau,neuf,1.0,1.0,pac air/air,neuf,unknown,unknown,unknown,unknown,0.007080917440607522,1.0952036657819406,1.0952021109032757,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,métal avec rupture de pont thermique,argon ou krypton,"Fermeture sans ajours en position déployée, volets roulants alu",1.0,27.1,24.590677428633388,9.71,13.06,tout azimut,0.41,0.0,3.0,ITI,murs en blocs de béton creux,24.285714285714285,184.13,184.13,184.13,unknown,4.0,non isole,"plancher lourd type entrevous terre-cuite, poutrelles béton",187.82,109.57,unknown,sous-sol non chauffé,ITI+ITE,dalle béton,78.25,78.25,unknown,extérieur,unknown,7.928796003151214,Moyenne
A,83.0,2020,1.0,58.85,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,0.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,métal avec rupture de pont thermique,argon ou krypton,"Fermeture sans ajours en position déployée, volets roulants alu",1.0,20.04097566956837,14.06,26.09274928090764,23.617383507017973,non traversant,0.48,0.0,1.0,ITI,murs en blocs de béton creux,20.0,23.0,22.49,23.0,hall d'entrée avec dispositif de fermeture automatique,2.0,ITE,plancher à entrevous isolant,59.0,59.0,unknown,vide sanitaire,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,toute menuiserie porte opaque pleine isolée,1.64,Très Lourde
A,44.0,2011,2.1,66.59,individuel,electricite,pac air/eau,récent(<15ans),1.0,1.0,unknown,unknown,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),récent(<15ans),0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e ≤ 12 mm),1.0,3.65,24.590677428633388,10.13,23.617383507017973,est ouest,0.39,0.0,2.0,ITR,murs en ossature bois avec isolant en remplissage ≥ 2006,10.0,72.03,44.64,44.64,unknown,3.0,ITE,dalle béton,66.59,66.59,unknown,terre-plein,ITE,plafond entre solives bois avec ou sans remplissage,66.57,5.57,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en pvc porte avec double vitrage,2.0,Moyenne
A,76.0,2016,2.1,48.0,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,0.0,Ventilation mécanique double flux,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e ≤ 12 mm),0.0,20.04097566956837,8.28,26.09274928090764,23.617383507017973,non traversant,0.46,0.0,1.0,ITI+ITR,brique terre cuite alvéolaire,37.5,22.64,8.1,22.64,circulation avec ouverture directe sur l'extérieur,1.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,ITI+ITE,dalle béton,48.0,48.0,unknown,extérieur,toute menuiserie porte opaque pleine isolée,1.84,Très Lourde
A,83.0,2014,2.1,63.0999984741211,individuel,electricite,pac air/air,récent(<15ans),1.0,1.0,pac air/air,récent(<15ans),individuel,electricite,ecs thermodynamique electrique(pac ou ballon),récent(<15ans),0.0,1.0,1.0,0.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,métal avec rupture de pont thermique,argon ou krypton,Volet roulant PVC ( e > 12 mm),1.0,20.04097566956837,10.47,26.09274928090764,23.617383507017973,non traversant,0.48,0.0,1.0,ITI,murs en béton banché,25.0,74.655,3.03,17.655,circulation sans ouverture directe sur l'extérieur,1.0,ITI,unknown,64.0,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),ITI,unknown,64.0,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en bois porte opaque pleine,2.0,Moyenne
A,95.0,2017,2.1,60.15,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,0.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,bois,air sec,abscence de fermeture pour la baie vitrée,1.0,20.04097566956837,24.590677428633388,9.34,23.617383507017973,non traversant,0.43,0.0,1.0,ITI,murs en béton banché,20.0,23.79,12.71,12.71,circulation sans ouverture directe sur l'extérieur,1.0,non isole,unknown,60.15,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,unknown,60.15,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),autre type de porte,1.8,Lourde
A,34.0,0,2.1,81.05,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,1.0,Ventilation mécanique double flux,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e > 12 mm),0.0,20.04097566956837,24.590677428633388,2.66,6.99,est ouest,0.46,1.0,2.0,ITI,murs en béton banché,20.0,82.64,24.2,36.24,circulation sans ouverture directe sur l'extérieur,4.0,inconnu,unknown,95.93,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),inconnu,unknown,81.05,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en bois porte opaque pleine,1.81,Légère
A,64.0,1986,2.0,72.2,individuel,electricite,pac air/eau,neuf,1.0,1.0,unknown,unknown,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,solaire photovoltaïque,double vitrage,pvc,air sec,"Jalousie accordéon, fermeture à lames orientables y compris les vénitiens extérieurs tout métal, volets battants ou persiennes avec ajours fixes",0.0,20.04097566956837,1.17,3.75,3.51,tout azimut,0.46,0.0,3.0,ITI,murs en béton banché,20.0,23.58,21.79,23.58,circulation sans ouverture directe sur l'extérieur,1.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,ITE,"plafond lourd type entrevous terre-cuite, poutrelles béton",61.0,61.0,comble faiblement ventilé,extérieur,unknown,7.928796003151214,Lourde
A,48.0,1947,2.1,89.4499969482422,individuel,electricite,pac air/eau,neuf,1.0,1.0,unknown,unknown,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,0.0,Ventilation par ouverture des fenêtres,unknown,double vitrage,métal avec rupture de pont thermique,argon ou krypton,"Jalousie accordéon, fermeture à lames orientables y compris les vénitiens extérieurs tout métal, volets battants ou persiennes avec ajours fixes",1.0,20.04097566956837,2.129,4.74,3.7,tout azimut,0.41,0.0,3.0,ITI,murs en blocs de béton creux,20.0,66.531,66.531,66.531,unknown,3.0,non isole,dalle béton,100.1,100.1,unknown,sous-sol non chauffé,ITI,unknown,100.1,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en métal porte avec 30-60% de double vitrage,7.15,Moyenne
A,6.0,2014,2.1,137.7,individuel,electricite,pac air/air,récent(<15ans),1.0,1.0,pac air/air,récent(<15ans),collectif,gaz,chaudiere gaz,récent(<15ans),0.0,1.0,1.0,1.0,Ventilation mécanique auto réglable « après 1982 »,unknown,double vitrage,métal avec rupture de pont thermique,argon ou krypton,abscence de fermeture pour la baie vitrée,0.0,20.04097566956837,34.737,16.656,23.617383507017973,est ouest,0.56,0.0,2.0,ITI,murs en béton banché,25.0,31.0046,27.3186,31.0046,circulation sans ouverture directe sur l'extérieur,2.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,toute menuiserie porte opaque pleine isolée,2.478,Légère
A,83.0,1910,2.1,81.49,individuel,electricite,pac air/air,neuf,2.0,2.0,unknown,unknown,unknown,unknown,unknown,unknown,0.007080917440607522,1.0952036657819406,1.0952021109032757,0.0,Ventilation mécanique auto réglable « après 1982 »,unknown,double vitrage,bois,inconnu,"Persienne coulissante ou volet battant PVC, volet battant bois (e > 22 mm)",0.0,16.125,2.1725,26.09274928090764,0.8075,nord sud,0.5,0.0,3.0,isole,murs en pierre de taille et moellons constitué d'un seul matériaux,45.0,85.76,74.13,85.76,circulation avec ouverture directe sur l'extérieur,3.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,porte simple en bois porte opaque pleine,2.0,Lourde
A,88.0,1990,2.1,148.0,individuel,electricite,pac air/eau,neuf,1.0,1.0,unknown,unknown,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,0.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,bois,argon ou krypton,abscence de fermeture pour la baie vitrée,0.0,9.84,19.6615,26.09274928090764,23.617383507017973,nord sud,0.47,0.0,2.0,ITI,murs en blocs de béton creux,20.0,80.9935,63.4025,80.9935,circulation sans ouverture directe sur l'extérieur,3.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,toute menuiserie porte opaque pleine isolée,2.009,Moyenne
A,34.0,2016,2.1,88.64,individuel,electricite,generateurs a effet joule,unknown,2.0,2.0,pac air/air,neuf,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,métal avec rupture de pont thermique,argon ou krypton,"Fermeture sans ajours en position déployée, volets roulants alu",0.0,2.256504,8.870708,26.09274928090764,23.617383507017973,nord sud,0.56,1.0,2.0,ITI,murs en béton banché,20.0,41.607538,40.281328,41.607538,circulation sans ouverture directe sur l'extérieur,4.0,non isole,unknown,88.64,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),ITE,dalle béton,88.64,88.64,unknown,extérieur,porte simple en bois porte opaque pleine,1.90332,Lourde
A,83.0,2019,2.0,84.4,individuel,electricite,pac air/air,neuf,2.0,2.0,pac air/air,neuf,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,"Fermeture sans ajours en position déployée, volets roulants alu",0.0,5.25,24.590677428633388,7.21,23.617383507017973,est ouest,0.44,1.0,2.0,ITI,murs en béton banché,20.0,65.9,38.04,65.9,circulation sans ouverture directe sur l'extérieur,3.0,ITE,dalle béton,84.4,84.4,unknown,sous-sol non chauffé,inconnu,unknown,84.4,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en métal porte opaque pleine,1.89,Légère
A,13.0,0,2.1,77.48,individuel,electricite,generateurs a effet joule,unknown,2.0,2.0,pac air/air,neuf,collectif,solaire,ecs solaire,unknown,1.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,"Fermeture sans ajours en position déployée, volets roulants alu",0.0,20.04097566956837,7.59,7.31,4.72,tout azimut,0.46,1.0,3.0,ITI,murs en béton banché,20.0,86.33,44.4,44.4,circulation avec ouverture directe sur l'extérieur,3.0,non isole,unknown,77.48,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,unknown,77.48,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en bois porte opaque pleine,1.89,Lourde
A,13.0,0,2.1,139.12,individuel,electricite,pac air/air,neuf,1.0,1.0,unknown,unknown,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,métal sans rupture de pont thermique,argon ou krypton,abscence de fermeture pour la baie vitrée,0.0,9.61,0.54,26.99,10.2,tout azimut,0.57,0.0,4.0,ITI,murs en béton banché,30.0,167.74,58.74,58.74,unknown,3.0,non isole,inconnu,139.12,55.0,unknown,local non déperditif ( local à usage d'habitation chauffé),ITI,inconnu,138.04,53.92,unknown,local non déperditif ( local à usage d'habitation chauffé),unknown,7.928796003151214,Moyenne
A,31.0,2017,2.1,62.84,individuel,gaz,chaudiere gaz,neuf,1.0,1.0,unknown,unknown,collectif,solaire,ecs solaire,unknown,1.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e ≤ 12 mm),1.0,20.04097566956837,24.590677428633388,5.5,3.96,est ouest,0.39,1.0,2.0,ITI,murs en briques creuses,20.0,21.11,19.76,19.76,circulation sans ouverture directe sur l'extérieur,2.0,non isole,unknown,62.84,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,unknown,62.84,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en pvc porte avec double vitrage,1.9,Lourde
A,42.0,2020,2.1,80.06,individuel,electricite,pac air/eau,neuf,1.0,1.0,pac air/eau,neuf,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,métal avec rupture de pont thermique,air sec,"Fermeture sans ajours en position déployée, volets roulants alu",0.0,3.7,24.590677428633388,13.5,3.96,tout azimut,0.56,0.0,3.0,ITI,murs en briques creuses,20.0,82.105,59.365,82.105,circulation sans ouverture directe sur l'extérieur,3.0,ITE,dalle béton,80.06,80.06,garage,garage,inconnu,unknown,80.06,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),toute menuiserie porte précédée d’un sas,1.94,Moyenne
A,11.0,2010,2.1,35.6,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),récent(<15ans),0.0,1.0,1.0,0.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,air sec,"Fermeture sans ajours en position déployée, volets roulants alu",0.0,20.04097566956837,6.6,26.09274928090764,23.617383507017973,non traversant,0.51,0.0,1.0,ITI,murs en briques creuses,33.0,20.85,8.7,8.7,circulation sans ouverture directe sur l'extérieur,1.0,non isole,unknown,35.6,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,unknown,35.6,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),autre type de porte,2.0,Légère
A,30.0,2016,2.1,29.05299949646,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,0.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,métal avec rupture de pont thermique,inconnu,"Fermeture sans ajours en position déployée, volets roulants alu",0.0,20.04097566956837,24.590677428633388,26.09274928090764,5.136,non traversant,0.56,1.0,1.0,ITI,murs en béton banché,20.0,15.962,5.289,5.289,circulation sans ouverture directe sur l'extérieur,1.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,ITE,dalle béton,18.24,18.24,unknown,extérieur,porte simple en bois porte opaque pleine,1.827,Légère
A,31.0,1992,2.1,66.47,individuel,electricite,pac air/eau,neuf,6.0,6.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,6.0,6.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,air sec,Volet roulant PVC ( e ≤ 12 mm),0.0,20.04097566956837,24.590677428633388,143.88,144.39,est ouest,0.44,0.0,2.0,ITI,murs en briques creuses,20.0,1600.25,1099.25,1600.25,circulation avec ouverture directe sur l'extérieur,4.0,ITE,dalle béton,2466.0,419.0,unknown,local non déperditif ( local à usage d'habitation chauffé),ITE,plafond en plaque de plâtre,2466.0,678.0,comble très faiblement ventilé,local non déperditif ( local à usage d'habitation chauffé),toute menuiserie porte opaque pleine isolée,74.1,Lourde
A,73.0,1948,2.1,74.63,collectif,reseau de chaleur,reseau de chaleur,unknown,1.0,1.0,unknown,unknown,collectif,reseau de chaleur,reseau de chaleur,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e > 12 mm),0.0,20.04097566956837,4.07,16.27,23.617383507017973,est ouest,0.44,0.0,2.0,ITE,murs en béton banché,20.0,5287.43,5287.43,5287.43,unknown,4.0,non isole,unknown,391.0,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),ITE,dalle béton,391.0,391.0,unknown,extérieur,porte simple en pvc porte avec double vitrage,1.78,Lourde
A,69.0,2015,2.0,74.0,individuel,electricite,pac air/air,neuf,2.0,2.0,pac air/air,neuf,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,métal avec rupture de pont thermique,argon ou krypton,"Fermeture sans ajours en position déployée, volets roulants alu",0.0,20.04097566956837,3.87,26.09274928090764,5.805,90°,0.56,0.0,2.0,ITR,murs en ossature bois avec isolant en remplissage ≥ 2006,35.0,69.925,49.325,69.925,circulation sans ouverture directe sur l'extérieur,2.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,ITE,plafond en plaque de plâtre,74.0,74.0,comble très faiblement ventilé,comble très faiblement ventilé,toute menuiserie porte opaque pleine isolée,2.15,Lourde
A,13.0,0,2.1,66.11,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,"Fermeture sans ajours en position déployée, volets roulants alu",0.0,3.87,24.590677428633388,7.1,23.617383507017973,est ouest,0.46,0.0,2.0,ITI,murs en béton banché,20.0,32.14,30.66,30.66,circulation sans ouverture directe sur l'extérieur,2.0,inconnu,unknown,66.11,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),inconnu,unknown,66.11,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en métal porte avec 30-60% de double vitrage,1.9,Légère
A,83.0,2021,2.1,63.25,individuel,electricite,pac air/air,neuf,3.0,3.0,pac air/air,neuf,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,0.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,"Fermeture sans ajours en position déployée, volets roulants alu",0.0,20.04097566956837,24.590677428633388,26.09274928090764,10.75,non traversant,0.44,0.0,1.0,ITI,murs en béton banché,35.0,31.1,19.25,19.25,circulation sans ouverture directe sur l'extérieur,1.0,inconnu,dalle béton,63.25,63.25,autres dépendances,autres dépendances,inconnu,unknown,63.25,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en bois porte opaque pleine,1.9,Légère
A,3.0,1978,2.0,32.58,collectif,reseau de chaleur,reseau de chaleur,unknown,1.0,1.0,unknown,unknown,collectif,reseau de chaleur,reseau de chaleur,unknown,0.0,1.0,1.0,0.0,Ventilation mécanique double flux,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e > 12 mm),1.0,20.04097566956837,24.590677428633388,6.0,23.617383507017973,non traversant,0.39,0.0,1.0,ITI+ITE,murs en béton banché,20.0,50.1468,7.8,7.8,unknown,1.0,ITE,unknown,32.58,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,unknown,32.58,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),toute menuiserie porte précédée d’un sas,1.6932,Lourde
A,3.0,1978,2.0,32.23,collectif,reseau de chaleur,reseau de chaleur,unknown,1.0,1.0,unknown,unknown,collectif,reseau de chaleur,reseau de chaleur,unknown,0.0,1.0,1.0,0.0,Ventilation mécanique double flux,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e > 12 mm),1.0,20.04097566956837,24.590677428633388,6.0,23.617383507017973,non traversant,0.39,0.0,1.0,ITI+ITE,murs en béton banché,20.0,50.1468,7.8,7.8,unknown,1.0,ITE,unknown,32.23,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,unknown,32.23,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en bois porte opaque pleine,1.6932,Lourde
A,30.0,1968,2.1,58.7,individuel,electricite,pac air/air,neuf,2.0,2.0,pac air/air,neuf,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),récent(<15ans),0.0,1.0,1.0,0.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,métal sans rupture de pont thermique,argon ou krypton,"Fermeture sans ajours en position déployée, volets roulants alu",1.0,20.04097566956837,8.925,26.09274928090764,23.617383507017973,non traversant,0.49,0.0,1.0,ITI+ITE,murs en béton banché,20.0,53.48,1.7,4.23,circulation sans ouverture directe sur l'extérieur,1.0,ITE,dalle béton,58.7,58.7,locaux non chauffés non accessible,locaux non chauffés non accessible,non isole,unknown,58.7,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),toute menuiserie porte opaque pleine isolée,1.845,Lourde
A,34.0,1983,2.1,75.45,individuel,electricite,pac air/air,neuf,1.0,1.0,pac air/air,neuf,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation par ouverture des fenêtres,unknown,simple vitrage,bois,unknown,"Fermeture sans ajours en position déployée, volets roulants alu",0.2391778750837957,1.85,6.65,26.09274928090764,23.617383507017973,nord sud,0.56,0.0,2.0,ITI,murs en béton banché,20.0,60.81,18.5,22.81,circulation sans ouverture directe sur l'extérieur,2.0,inconnu,unknown,75.45,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),inconnu,unknown,75.45,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),toute menuiserie porte opaque pleine isolée,1.69,Moyenne
A,21.0,0,2.1,30.0,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,air sec,Volet roulant PVC ( e > 12 mm),1.0,20.04097566956837,24.590677428633388,32.2,54.78,est ouest,0.38,0.0,2.0,ITI+ITE,murs en béton banché,20.0,1105.27,513.02,513.02,circulation sans ouverture directe sur l'extérieur,2.0,ITE,dalle béton,210.83,210.83,unknown,sous-sol non chauffé,ITE,plafond avec ou sans remplissage,210.83,210.83,comble faiblement ventilé,comble faiblement ventilé,porte simple en bois porte avec double vitrage,42.99,Lourde
A,27.0,0,2.1,49.0,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e ≤ 12 mm),1.0,20.04097566956837,2.86,8.23,23.617383507017973,est ouest,0.39,0.0,2.0,ITI,murs en béton banché,225.0,57.97,24.32,24.32,unknown,2.0,non isole,unknown,49.0,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,unknown,49.0,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en métal porte opaque pleine,2.09,Lourde
